"연번","업체아이디","킬로미터당원가","관할행정아이디","입력일자","최종처리자아이디","수정일자","영역분류","일일대당원가","평가연도","평가차수"
"1632","1023","279","30","2020-12-13","1","2020-12-13","2","335522","2020","60"
"1633","1025","291","30","2020-12-13","1","2020-12-13","2","494970","2020","60"
"1634","1027","298","30","2020-12-13","1","2020-12-13","2","434988","2020","60"
"1635","1034","261","30","2020-12-13","1","2020-12-13","2","478048","2020","60"
"1636","1035","282","30","2020-12-13","1","2020-12-13","2","505456","2020","60"
"1637","1040","260","30","2020-12-13","1","2020-12-13","2","563774","2020","60"
"1638","1042","238","30","2020-12-13","1","2020-12-13","2","512877","2020","60"
"1639","1043","286","30","2020-12-13","1","2020-12-13","2","448848","2020","60"
"1640","1016","449","15","2010-12-02","1","2010-12-02","4","168056","2010","2"
"1641","1017","586","1","2010-12-02","1","2010-12-02","1","379093","2010","2"
"1642","1018","586","2","2010-12-02","1","2010-12-02","1","379093","2010","2"
"1643","1019","586","1","2010-12-02","1","2010-12-02","1","379093","2010","2"
"1644","1020","586","1","2010-12-02","1","2010-12-02","1","379093","2010","2"
"1645","1021","488","12","2010-12-02","1","2010-12-02","4","214110","2010","2"
"1646","1022","586","1","2010-12-02","1","2010-12-02","1","379093","2010","2"
"1647","1025","560","2","2010-12-02","1","2010-12-02","1","291366","2010","2"
"1648","1025","617","3","2010-12-02","1","2010-12-02","1","278838","2010","2"
"1649","1026","311","17","2010-12-02","1","2010-12-02","4","96231","2010","2"
"1650","1028","560","2","2010-12-02","1","2010-12-02","1","291366","2010","2"
"1651","1029","450","4","2010-12-02","1","2010-12-02","1","242858","2010","2"
"1652","1030","514","7","2010-12-02","1","2010-12-02","1","234666","2010","2"
"1653","1031","256","11","2010-12-02","1","2010-12-02","4","208928","2010","2"
"1654","1031","304","18","2010-12-02","1","2010-12-02","4","180287","2010","2"
"1655","1031","302","20","2010-12-02","1","2010-12-02","4","177028","2010","2"
"1656","1032","514","7","2010-12-02","1","2010-12-02","1","234666","2010","2"
"1657","1033","586","1","2010-12-02","1","2010-12-02","1","379093","2010","2"
"1658","1034","586","1","2010-12-02","1","2010-12-02","1","379093","2010","2"
"1659","1034","617","3","2010-12-02","1","2010-12-02","1","278838","2010","2"
"1660","1035","560","2","2010-12-02","1","2010-12-02","1","291366","2010","2"
"1661","1036","586","1","2010-12-02","1","2010-12-02","1","379093","2010","2"
"1662","1037","560","2","2010-12-02","1","2010-12-02","1","291366","2010","2"
"1663","1038","586","1","2010-12-02","1","2010-12-02","1","379093","2010","2"
"1664","1039","586","1","2010-12-02","1","2010-12-02","1","379093","2010","2"
"1665","1042","531","8","2010-12-02","1","2010-12-02","1","239720","2010","2"
"1666","1031","362","18","2010-12-04","1","2010-12-04","4","180287","2010","4"
"1667","1031","236","19","2010-12-04","1","2010-12-04","4","177028","2010","4"
"1668","1031","236","20","2010-12-04","1","2010-12-04","4","177028","2010","4"
"1669","1032","490","7","2010-12-04","1","2010-12-04","1","234666","2010","4"
"1670","1033","556","1","2010-12-04","1","2010-12-04","1","378772","2010","4"
"1671","1034","556","1","2010-12-04","1","2010-12-04","1","378772","2010","4"
"1672","1034","648","3","2010-12-04","1","2010-12-04","1","278395","2010","4"
"1673","1034","472","30","2010-12-04","1","2010-12-04","2","222247","2010","4"
"1674","1035","591","2","2010-12-04","1","2010-12-04","1","290783","2010","4"
"1675","1035","473","30","2010-12-04","1","2010-12-04","2","224771","2010","4"
"1676","1036","556","1","2010-12-04","1","2010-12-04","1","378772","2010","4"
"1677","1037","591","2","2010-12-04","1","2010-12-04","1","290783","2010","4"
"1678","1038","556","1","2010-12-04","1","2010-12-04","1","378772","2010","4"
"1679","1039","556","1","2010-12-04","1","2010-12-04","1","378772","2010","4"
"1680","1040","475","30","2010-12-04","1","2010-12-04","2","265130","2010","4"
"1681","1041","648","3","2010-12-04","1","2010-12-04","1","278395","2010","4"
"1682","1042","568","8","2010-12-04","1","2010-12-04","1","239720","2010","4"
"1683","1042","427","30","2010-12-04","1","2010-12-04","2","304471","2010","4"
"1684","1043","444","30","2010-12-04","1","2010-12-04","2","212854","2010","4"
"1685","1000","453","30","2010-12-12","1","2010-12-12","2","283255","2010","6"
"1686","1001","279","14","2010-12-12","1","2010-12-12","4","191838","2010","6"
"1687","1002","511","5","2010-12-12","1","2010-12-12","1","323961","2010","6"
"1688","1003","556","1","2010-12-12","1","2010-12-12","1","378772","2010","6"
"1689","1004","511","5","2010-12-12","1","2010-12-12","1","323961","2010","6"
"1690","1005","556","1","2010-12-12","1","2010-12-12","1","378772","2010","6"
"1691","1006","568","8","2010-12-12","1","2010-12-12","1","239581","2010","6"
"1692","1006","480","30","2010-12-12","1","2010-12-12","2","270284","2010","6"
"1693","1007","267","13","2010-12-12","1","2010-12-12","4","103069","2010","6"
"1694","1008","362","18","2010-12-12","1","2010-12-12","4","183071","2010","6"
"1695","1008","444","30","2010-12-12","1","2010-12-12","2","221144","2010","6"
"1696","1009","511","5","2010-12-12","1","2010-12-12","1","323961","2010","6"
"1697","1031","236","20","2010-12-02","1","2010-12-02","4","177028","2010","3"
"1698","1032","490","7","2010-12-02","1","2010-12-02","1","234666","2010","3"
"1699","1033","556","1","2010-12-02","1","2010-12-02","1","378772","2010","3"
"1700","1034","556","1","2010-12-02","1","2010-12-02","1","378772","2010","3"
"1701","1034","648","3","2010-12-02","1","2010-12-02","1","278838","2010","3"
"1702","1034","472","30","2010-12-02","1","2010-12-02","2","222247","2010","3"
"1703","1035","591","2","2010-12-02","1","2010-12-02","1","290783","2010","3"
"1704","1035","473","30","2010-12-02","1","2010-12-02","2","224771","2010","3"
"1705","1036","556","1","2010-12-02","1","2010-12-02","1","378772","2010","3"
"1706","1037","591","2","2010-12-02","1","2010-12-02","1","290783","2010","3"
"1707","1038","556","1","2010-12-02","1","2010-12-02","1","378772","2010","3"
"1708","1039","556","1","2010-12-02","1","2010-12-02","1","378772","2010","3"
"1709","1040","475","30","2010-12-02","1","2010-12-02","2","265130","2010","3"
"1710","1041","648","3","2010-12-02","1","2010-12-02","1","278838","2010","3"
"1711","1042","568","8","2010-12-02","1","2010-12-02","1","239720","2010","3"
"1712","1042","427","30","2010-12-02","1","2010-12-02","2","304471","2010","3"
"1713","1043","388","30","2010-12-02","1","2010-12-02","2","202836","2010","3"
"1714","1044","0","","2010-12-02","1","2010-12-02","1","0","2010","3"
"1715","1000","453","30","2010-12-04","1","2010-12-04","2","277348","2010","4"
"1716","1001","279","14","2010-12-04","1","2010-12-04","4","191838","2010","4"
"1717","1002","511","5","2010-12-04","1","2010-12-04","1","323961","2010","4"
"1718","1003","556","1","2010-12-04","1","2010-12-04","1","378772","2010","4"
"1719","1004","511","5","2010-12-04","1","2010-12-04","1","323961","2010","4"
"1720","1005","556","1","2010-12-04","1","2010-12-04","1","378772","2010","4"
"1721","1006","568","8","2010-12-04","1","2010-12-04","1","239720","2010","4"
"1722","1006","480","30","2010-12-04","1","2010-12-04","2","265153","2010","4"
"1723","1007","267","13","2010-12-04","1","2010-12-04","4","103069","2010","4"
"1724","1008","362","18","2010-12-04","1","2010-12-04","4","180287","2010","4"
"1725","1008","444","30","2010-12-04","1","2010-12-04","2","212854","2010","4"
"1726","1009","511","5","2010-12-04","1","2010-12-04","1","323961","2010","4"
"1727","1010","494","30","2010-12-04","1","2010-12-04","2","211845","2010","4"
"1728","1011","481","4","2010-12-04","1","2010-12-04","1","242858","2010","4"
"1729","1011","369","30","2010-12-04","1","2010-12-04","2","213868","2010","4"
"1730","1012","530","30","2010-12-04","1","2010-12-04","2","214498","2010","4"
"1731","1013","414","11","2010-12-04","1","2010-12-04","4","208928","2010","4"
"1732","1013","446","30","2010-12-04","1","2010-12-04","2","225612","2010","4"
"1733","1014","457","30","2010-12-04","1","2010-12-04","2","240601","2010","4"
"1734","1015","506","30","2010-12-04","1","2010-12-04","2","220085","2010","4"
"1735","1016","518","15","2010-12-04","1","2010-12-04","4","168056","2010","4"
"1736","1016","452","30","2010-12-04","1","2010-12-04","2","216093","2010","4"
"1737","1017","556","1","2010-12-04","1","2010-12-04","1","378772","2010","4"
"1738","1018","591","2","2010-12-04","1","2010-12-04","1","290783","2010","4"
"1739","1018","486","30","2010-12-04","1","2010-12-04","2","236402","2010","4"
"1740","1019","556","1","2010-12-04","1","2010-12-04","1","378772","2010","4"
"1741","1019","547","30","2010-12-04","1","2010-12-04","2","242188","2010","4"
"1742","1020","556","1","2010-12-04","1","2010-12-04","1","378772","2010","4"
"1743","1021","542","12","2010-12-04","1","2010-12-04","4","214110","2010","4"
"1744","1022","556","1","2010-12-04","1","2010-12-04","1","378772","2010","4"
"1745","1023","327","30","2010-12-04","1","2010-12-04","2","223206","2010","4"
"1746","1024","462","6","2010-12-04","1","2010-12-04","1","204912","2010","4"
"1747","1025","591","2","2010-12-04","1","2010-12-04","1","290783","2010","4"
"1748","1025","648","3","2010-12-04","1","2010-12-04","1","278395","2010","4"
"1749","1025","471","30","2010-12-04","1","2010-12-04","2","237612","2010","4"
"1750","1026","242","17","2010-12-04","1","2010-12-04","4","96231","2010","4"
"1751","1027","555","30","2010-12-04","1","2010-12-04","2","216273","2010","4"
"1752","1028","591","2","2010-12-04","1","2010-12-04","1","290783","2010","4"
"1753","1029","481","4","2010-12-04","1","2010-12-04","1","242858","2010","4"
"1754","1030","490","7","2010-12-04","1","2010-12-04","1","234666","2010","4"
"1755","1031","414","11","2010-12-04","1","2010-12-04","4","208928","2010","4"
"1756","1001","314","14","2010-12-02","1","2010-12-02","4","191838","2010","2"
"1757","1002","532","5","2010-12-02","1","2010-12-02","1","323961","2010","2"
"1758","1003","586","1","2010-12-02","1","2010-12-02","1","379093","2010","2"
"1759","1004","532","5","2010-12-02","1","2010-12-02","1","323961","2010","2"
"1760","1005","586","1","2010-12-02","1","2010-12-02","1","379093","2010","2"
"1761","1008","485","30","2010-12-01","1","2010-12-01","2","212878","2010","2"
"1762","1010","461","30","2010-12-01","1","2010-12-02","2","211845","2010","2"
"1763","1011","422","30","2010-12-01","1","2010-12-01","2","214566","2010","2"
"1764","1012","509","30","2010-12-01","1","2010-12-01","2","214498","2010","2"
"1765","1013","483","30","2010-12-01","1","2010-12-01","2","225748","2010","2"
"1766","1014","451","30","2010-12-01","1","2010-12-01","2","240601","2010","2"
"1767","1015","509","30","2010-12-01","1","2010-12-01","2","220085","2010","2"
"1768","1016","478","30","2010-12-01","1","2010-12-01","2","216093","2010","2"
"1769","1018","459","30","2010-12-01","1","2010-12-01","2","237394","2010","2"
"1770","1019","585","30","2010-12-01","1","2010-12-02","2","242188","2010","2"
"1771","1023","457","30","2010-12-01","1","2010-12-01","2","223206","2010","2"
"1772","1025","496","3","2022-07-27","1","2022-08-03","1","418929","2022","69"
"1773","1027","367","5","2022-07-27","1","2022-08-03","1","504258","2022","69"
"1774","1028","390","2","2022-07-27","1","2022-08-03","1","486897","2022","69"
"1775","1029","320","4","2022-07-27","1","2022-08-03","1","400762","2022","69"
"1776","1030","391","7","2022-07-27","1","2022-08-03","1","491172","2022","69"
"1777","1032","391","7","2022-07-27","1","2022-08-03","1","491172","2022","69"
"1778","1033","388","1","2022-07-27","1","2022-08-03","1","515621","2022","69"
"1779","1034","388","1","2022-07-27","1","2022-08-03","1","515621","2022","69"
"1780","1034","496","3","2022-07-27","1","2022-08-03","1","418929","2022","69"
"1781","1035","390","2","2022-07-27","1","2022-08-03","1","486897","2022","69"
"1782","1036","388","1","2022-07-27","1","2022-08-03","1","515621","2022","69"
"1783","1037","390","2","2022-07-27","1","2022-08-03","1","486897","2022","69"
"1784","1038","388","1","2022-07-27","1","2022-08-03","1","515621","2022","69"
"1785","1039","388","1","2022-07-27","1","2022-08-03","1","515621","2022","69"
"1786","1041","496","3","2022-07-27","1","2022-08-03","1","418929","2022","69"
"1787","1042","342","8","2022-07-27","1","2022-08-03","1","468283","2022","69"
"1788","1046","390","2","2022-07-27","1","2022-08-03","1","486897","2022","69"
"1789","1002","367","5","2022-08-08","1","2022-08-08","1","495165","2022","70"
"1790","1003","388","1","2022-08-08","1","2022-08-08","1","480681","2022","70"
"1791","1004","367","5","2022-08-08","1","2022-08-08","1","495165","2022","70"
"1792","1005","388","1","2022-08-08","1","2022-08-08","1","480681","2022","70"
"1793","1006","342","8","2022-08-08","1","2022-08-08","1","468283","2022","70"
"1794","1009","367","5","2022-08-08","1","2022-08-08","1","495165","2022","70"
"1795","1011","320","4","2022-08-08","1","2022-08-08","1","400762","2022","70"
"1796","1017","388","1","2022-08-08","1","2022-08-08","1","480681","2022","70"
"1797","1019","388","1","2022-08-08","1","2022-08-08","1","480681","2022","70"
"1798","1020","388","1","2022-08-08","1","2022-08-08","1","480681","2022","70"
"1799","1022","388","1","2022-08-08","1","2022-08-08","1","480681","2022","70"
"1800","1024","350","6","2022-08-08","1","2022-08-08","1","363062","2022","70"
"1801","1025","390","2","2022-08-08","1","2022-08-08","1","486897","2022","70"
"1802","1025","496","3","2022-08-08","1","2022-08-08","1","418929","2022","70"
"1803","1027","367","5","2022-08-08","1","2022-08-08","1","495165","2022","70"
"1804","1028","390","2","2022-08-08","1","2022-08-08","1","486897","2022","70"
"1805","1029","320","4","2022-08-08","1","2022-08-08","1","400762","2022","70"
"1806","1030","391","7","2022-08-08","1","2022-08-08","1","491172","2022","70"
"1807","1032","391","7","2022-08-08","1","2022-08-08","1","491172","2022","70"
"1808","1033","388","1","2022-08-08","1","2022-08-08","1","480681","2022","70"
"1809","1034","388","1","2022-08-08","1","2022-08-08","1","480681","2022","70"
"1810","1034","496","3","2022-08-08","1","2022-08-08","1","418929","2022","70"
"1811","1035","390","2","2022-08-08","1","2022-08-08","1","486897","2022","70"
"1812","1036","388","1","2022-08-08","1","2022-08-08","1","480681","2022","70"
"1813","1037","390","2","2022-08-08","1","2022-08-08","1","486897","2022","70"
"1814","1038","388","1","2022-08-08","1","2022-08-08","1","480681","2022","70"
"1815","1039","388","1","2022-08-08","1","2022-08-08","1","480681","2022","70"
"1816","1041","496","3","2022-08-08","1","2022-08-08","1","418929","2022","70"
"1817","1042","342","8","2022-08-08","1","2022-08-08","1","468283","2022","70"
"1818","1046","390","2","2022-08-08","1","2022-08-08","1","486897","2022","70"
"1819","1001","215","14","2022-08-08","1","2022-08-08","4","290006","2022","70"
"1820","1007","263","13","2022-08-08","1","2022-08-08","4","272478","2022","70"
"1821","1008","190","18","2022-08-08","1","2022-08-10","4","296376","2022","70"
"1822","1011","215","14","2022-08-08","1","2022-08-08","4","290006","2022","70"
"1823","1013","282","11","2022-08-08","1","2022-08-10","4","322831","2022","70"
"1824","1013","262","20","2022-08-08","1","2022-08-10","4","289035","2022","70"
"1825","1016","351","15","2022-08-08","1","2022-08-08","4","319193","2022","70"
"1826","1021","421","12","2022-08-08","1","2022-08-10","4","324397","2022","70"
"1827","1025","193","17","2022-08-08","1","2022-08-10","4","256120","2022","70"
"1828","1026","193","17","2022-08-08","1","2022-08-10","4","256120","2022","70"
"1829","1031","262","11","2022-08-08","1","2022-08-10","4","289035","2022","70"
"1830","1031","262","18","2022-08-08","1","2022-08-10","4","289035","2022","70"
"1831","1031","262","19","2022-08-08","1","2022-08-10","4","289035","2022","70"
"1832","1031","262","20","2022-08-08","1","2022-08-10","4","289035","2022","70"
"1833","1035","365","16","2022-08-08","1","2022-08-08","4","300929","2022","70"
"1834","1008","210","30","2022-08-16","1","2022-08-16","2","290056","2022","71"
"1835","1010","291","30","2022-08-16","1","2022-08-16","2","442098","2022","71"
"1836","1011","255","30","2022-08-16","1","2022-08-16","2","453509","2022","71"
"1837","1012","280","30","2022-08-16","1","2022-08-16","2","522828","2022","71"
"1838","1013","259","30","2022-08-16","1","2022-08-16","2","559818","2022","71"
"1839","1014","285","30","2022-08-16","1","2022-08-16","2","738442","2022","71"
"1840","1016","280","30","2022-08-16","1","2022-08-16","2","573937","2022","71"
"1841","1018","314","30","2022-08-16","1","2022-08-16","2","560157","2022","71"
"1842","1019","434","30","2022-08-16","1","2022-08-16","2","436087","2022","71"
"1843","1021","356","30","2022-08-16","1","2022-08-16","2","681545","2022","71"
"1844","1023","286","30","2022-08-16","1","2022-08-16","2","377686","2022","71"
"1845","1025","307","30","2022-08-16","1","2022-08-16","2","508661","2022","71"
"1846","1027","313","30","2022-08-16","1","2022-08-16","2","549811","2022","71"
"1847","1034","264","30","2022-08-16","1","2022-08-16","2","498574","2022","71"
"1848","1035","296","30","2022-08-16","1","2022-08-16","2","544014","2022","71"
"1849","1040","282","30","2022-08-16","1","2022-08-16","2","684603","2022","71"
"1850","1042","240","30","2022-08-16","1","2022-08-16","2","491422","2022","71"
"1851","1043","292","30","2022-08-16","1","2022-08-16","2","511356","2022","71"
"1852","1047","288","30","2022-08-16","1","2022-08-16","2","573283","2022","71"
"1853","1002","367","5","2022-08-16","1","2022-08-16","1","504252","2022","71"
"1854","1003","388","1","2022-08-16","1","2022-08-16","1","515620","2022","71"
"1855","1004","367","5","2022-08-16","1","2022-08-16","1","504252","2022","71"
"1856","1005","388","1","2022-08-16","1","2022-08-16","1","515620","2022","71"
"1857","1006","342","8","2022-08-16","1","2022-08-16","1","433403","2022","71"
"1858","1009","367","5","2022-08-16","1","2022-08-16","1","504252","2022","71"
"1859","1011","320","4","2022-08-16","1","2022-08-16","1","400757","2022","71"
"1860","1017","388","1","2022-08-16","1","2022-08-16","1","515620","2022","71"
"1861","1019","388","1","2022-08-16","1","2022-08-16","1","515620","2022","71"
"1862","1020","388","1","2022-08-16","1","2022-08-16","1","515620","2022","71"
"1863","1022","388","1","2022-08-16","1","2022-08-16","1","515620","2022","71"
"1864","1024","350","6","2022-08-16","1","2022-08-16","1","363057","2022","71"
"1865","1025","390","2","2022-08-16","1","2022-08-16","1","480833","2022","71"
"1866","1025","496","3","2022-08-16","1","2022-08-16","1","418934","2022","71"
"1867","1027","367","5","2022-08-16","1","2022-08-16","1","504252","2022","71"
"1868","1028","390","2","2022-08-16","1","2022-08-16","1","480833","2022","71"
"1869","1029","320","4","2022-08-16","1","2022-08-16","1","400757","2022","71"
"1870","1030","391","7","2022-08-16","1","2022-08-16","1","484730","2022","71"
"1871","1032","391","7","2022-08-16","1","2022-08-16","1","484730","2022","71"
"1872","1033","388","1","2022-08-16","1","2022-08-16","1","515620","2022","71"
"1873","1034","388","1","2022-08-16","1","2022-08-16","1","515620","2022","71"
"1874","1034","496","3","2022-08-16","1","2022-08-16","1","418934","2022","71"
"1875","1035","390","2","2022-08-16","1","2022-08-16","1","480833","2022","71"
"1876","1036","388","1","2022-08-16","1","2022-08-16","1","515620","2022","71"
"1877","1037","390","2","2022-08-16","1","2022-08-16","1","480833","2022","71"
"1878","1038","388","1","2022-08-16","1","2022-08-16","1","515620","2022","71"
"1879","1039","388","1","2022-08-16","1","2022-08-16","1","515620","2022","71"
"1880","1041","496","3","2022-08-16","1","2022-08-16","1","418934","2022","71"
"1881","1042","342","8","2022-08-16","1","2022-08-16","1","433403","2022","71"
"1882","1046","390","2","2022-08-16","1","2022-08-16","1","480833","2022","71"
"1883","1008","210","30","2022-08-17","1","2022-08-17","2","300972","2022","72"
"1884","1010","292","30","2022-08-17","1","2022-08-17","2","449923","2022","72"
"1885","1011","260","30","2022-08-17","1","2022-08-17","2","462807","2022","72"
"1886","1012","286","30","2022-08-17","1","2022-08-17","2","527273","2022","72"
"1887","1013","263","30","2022-08-17","1","2022-08-17","2","574425","2022","72"
"1888","1014","292","30","2022-08-17","1","2022-08-17","2","966168","2022","72"
"1889","1016","292","30","2022-08-17","1","2022-08-17","2","610410","2022","72"
"1890","1018","318","30","2022-08-17","1","2022-08-17","2","658217","2022","72"
"1891","1019","444","30","2022-08-17","1","2022-08-17","2","441319","2022","72"
"1892","1021","366","30","2022-08-17","1","2022-08-17","2","797788","2022","72"
"1893","1023","291","30","2022-08-17","1","2022-08-17","2","395869","2022","72"
"1894","1025","310","30","2022-08-17","1","2022-08-17","2","568637","2022","72"
"1895","1027","313","30","2022-08-17","1","2022-08-17","2","581994","2022","72"
"1896","1034","264","30","2022-08-17","1","2022-08-17","2","498574","2022","72"
"1897","1035","301","30","2022-08-17","1","2022-08-17","2","640070","2022","72"
"1898","1040","287","30","2022-08-17","1","2022-08-17","2","880922","2022","72"
"1899","1042","240","30","2022-08-17","1","2022-08-17","2","561584","2022","72"
"1900","1043","292","30","2022-08-17","1","2022-08-17","2","599309","2022","72"
"1901","1047","288","30","2022-08-17","1","2022-08-17","2","623704","2022","72"
"1902","1008","210","30","2022-08-18","1","2022-08-18","2","286369","2022","73"
"1903","1010","291","30","2022-08-18","1","2022-08-18","2","441527","2022","73"
"1904","1011","255","30","2022-08-18","1","2022-08-18","2","444238","2022","73"
"1905","1012","280","30","2022-08-18","1","2022-08-18","2","522828","2022","73"
"1906","1000","1","30","2021-08-03","1","2021-08-03","2","1","2021","63"
"1907","1001","1","14","2021-08-03","1","2021-08-03","4","1","2021","63"
"1908","1002","1","5","2021-08-03","1","2021-08-03","1","1","2021","63"
"1909","1003","1","1","2021-08-03","1","2021-08-03","1","1","2021","63"
"1910","1004","1","5","2021-08-03","1","2021-08-03","1","1","2021","63"
"1911","1005","1","1","2021-08-03","1","2021-08-03","1","1","2021","63"
"1912","1006","1","8","2021-08-03","1","2021-08-03","1","1","2021","63"
"1913","1006","1","30","2021-08-03","1","2021-08-03","2","1","2021","63"
"1914","1007","1","13","2021-08-03","1","2021-08-03","4","1","2021","63"
"1915","1008","1","18","2021-08-03","1","2021-08-03","4","1","2021","63"
"1916","1008","1","30","2021-08-03","1","2021-08-03","2","1","2021","63"
"1917","1009","1","5","2021-08-03","1","2021-08-03","1","1","2021","63"
"1918","1010","1","30","2021-08-03","1","2021-08-03","2","1","2021","63"
"1919","1011","1","4","2021-08-03","1","2021-08-03","1","1","2021","63"
"1920","1011","1","14","2021-08-03","1","2021-08-03","4","1","2021","63"
"1921","1011","1","30","2021-08-03","1","2021-08-03","2","1","2021","63"
"1922","1012","1","30","2021-08-03","1","2021-08-03","2","1","2021","63"
"1923","1013","1","11","2021-08-03","1","2021-08-03","4","1","2021","63"
"1924","1013","1","20","2021-08-03","1","2021-08-03","4","1","2021","63"
"1925","1013","1","30","2021-08-03","1","2021-08-03","2","1","2021","63"
"1926","1014","1","30","2021-08-03","1","2021-08-03","2","1","2021","63"
"1927","1015","1","30","2021-08-03","1","2021-08-03","2","1","2021","63"
"1928","1016","1","15","2021-08-03","1","2021-08-03","4","1","2021","63"
"1929","1016","1","30","2021-08-03","1","2021-08-03","2","1","2021","63"
"1930","1017","1","1","2021-08-03","1","2021-08-03","1","1","2021","63"
"1931","1018","1","30","2021-08-03","1","2021-08-03","2","1","2021","63"
"1932","1019","1","1","2021-08-03","1","2021-08-03","1","1","2021","63"
"1933","1019","1","30","2021-08-03","1","2021-08-03","2","1","2021","63"
"1934","1020","1","1","2021-08-03","1","2021-08-03","1","1","2021","63"
"1935","1021","1","12","2021-08-03","1","2021-08-03","4","1","2021","63"
"1936","1021","1","30","2021-08-03","1","2021-08-03","2","1","2021","63"
"1937","1022","1","1","2021-08-03","1","2021-08-03","1","1","2021","63"
"1938","1023","1","30","2021-08-03","1","2021-08-03","2","1","2021","63"
"1939","1024","1","6","2021-08-03","1","2021-08-03","1","1","2021","63"
"1940","1025","1","2","2021-08-03","1","2021-08-03","1","1","2021","63"
"1941","1025","1","3","2021-08-03","1","2021-08-03","1","1","2021","63"
"1942","1025","1","17","2021-08-03","1","2021-08-03","4","1","2021","63"
"1943","1025","1","30","2021-08-03","1","2021-08-03","2","1","2021","63"
"1944","1026","1","17","2021-08-03","1","2021-08-03","4","1","2021","63"
"1945","1027","1","5","2021-08-03","1","2021-08-03","1","1","2021","63"
"1946","1027","1","30","2021-08-03","1","2021-08-03","2","1","2021","63"
"1947","1028","1","2","2021-08-03","1","2021-08-03","1","1","2021","63"
"1948","1029","1","4","2021-08-03","1","2021-08-03","1","1","2021","63"
"1949","1030","1","7","2021-08-03","1","2021-08-03","1","1","2021","63"
"1950","1031","1","11","2021-08-03","1","2021-08-03","4","1","2021","63"
"1951","1031","1","18","2021-08-03","1","2021-08-03","4","1","2021","63"
"1952","1031","1","19","2021-08-03","1","2021-08-03","4","1","2021","63"
"1953","1031","1","20","2021-08-03","1","2021-08-03","4","1","2021","63"
"1954","1032","1","7","2021-08-03","1","2021-08-03","1","1","2021","63"
"1955","1033","1","1","2021-08-03","1","2021-08-03","1","1","2021","63"
"1956","1034","1","1","2021-08-03","1","2021-08-03","1","1","2021","63"
"1957","1034","1","3","2021-08-03","1","2021-08-03","1","1","2021","63"
"1958","1034","1","30","2021-08-03","1","2021-08-03","2","1","2021","63"
"1959","1035","1","2","2021-08-03","1","2021-08-03","1","1","2021","63"
"1960","1035","1","16","2021-08-03","1","2021-08-03","4","1","2021","63"
"1961","1035","1","30","2021-08-03","1","2021-08-03","2","1","2021","63"
"1962","1036","1","1","2021-08-03","1","2021-08-03","1","1","2021","63"
"1963","1037","1","2","2021-08-03","1","2021-08-03","1","1","2021","63"
"1964","1038","1","1","2021-08-03","1","2021-08-03","1","1","2021","63"
"1965","1039","1","1","2021-08-03","1","2021-08-03","1","1","2021","63"
"1966","1040","1","30","2021-08-03","1","2021-08-03","2","1","2021","63"
"1967","1041","1","3","2021-08-03","1","2021-08-03","1","1","2021","63"
"1968","1042","1","8","2021-08-03","1","2021-08-03","1","1","2021","63"
"1969","1042","1","30","2021-08-03","1","2021-08-03","2","1","2021","63"
"1970","1043","1","30","2021-08-03","1","2021-08-03","2","1","2021","63"
"1971","1044","1","16","2021-08-03","1","2021-08-03","4","1","2021","63"
"1972","1046","1","2","2021-08-03","1","2021-08-03","1","1","2021","63"
"1973","1047","1","30","2021-08-03","1","2021-08-03","2","1","2021","63"
"1974","1047","263","30","2021-08-12","1","2021-09-15","2","625496","2021","62"
"1975","1000","217","30","2021-09-08","1","2021-09-15","2","671525","2021","64"
"1976","1008","174","30","2021-09-08","1","2021-09-15","2","333705","2021","64"
"1977","1010","239","30","2021-09-08","1","2021-09-15","2","454577","2021","64"
"1978","1011","208","30","2021-09-08","1","2021-09-15","2","438482","2021","64"
"1979","1012","232","30","2021-09-08","1","2021-09-15","2","566282","2021","64"
"1980","1013","190","30","2021-09-08","1","2021-09-15","2","603374","2021","64"
"1981","1014","237","30","2021-09-08","1","2021-09-15","2","637712","2021","64"
"1982","1015","250","30","2021-09-08","1","2021-09-15","2","418117","2021","64"
"1983","1016","228","30","2021-09-08","1","2021-09-15","2","566254","2021","64"
"1984","1018","271","30","2021-09-08","1","2021-09-15","2","573452","2021","64"
"1985","1019","363","30","2021-09-08","1","2021-09-15","2","473007","2021","64"
"1986","1021","308","30","2021-09-08","1","2021-09-15","2","702607","2021","64"
"1987","1023","246","30","2021-09-08","1","2021-09-15","2","389192","2021","64"
"1988","1025","261","30","2021-09-08","1","2021-09-15","2","541318","2021","64"
"1989","1027","270","30","2021-09-08","1","2021-09-15","2","561592","2021","64"
"1990","1034","232","30","2021-09-08","1","2021-09-15","2","454078","2021","64"
"1991","1035","252","30","2021-09-08","1","2021-09-15","2","576068","2021","64"
"1992","1040","228","30","2021-09-08","1","2021-09-15","2","661330","2021","64"
"1993","1042","198","30","2021-09-08","1","2021-09-15","2","507164","2021","64"
"1994","1043","245","30","2021-09-08","1","2021-09-15","2","496926","2021","64"
"1995","1047","263","30","2021-09-08","1","2021-09-15","2","603989","2021","64"
"1996","1002","314","5","2021-09-13","1","2021-09-16","1","464227","2021","64"
"1997","1003","336","1","2021-09-13","1","2021-09-16","1","472039","2021","64"
"1998","1004","314","5","2021-09-13","1","2021-09-16","1","464227","2021","64"
"1999","1005","336","1","2021-09-13","1","2021-09-16","1","472039","2021","64"
