"연번","업체아이디","킬로미터당원가","관할행정아이디","입력일자","최종처리자아이디","수정일자","영역분류","일일대당원가","평가연도","평가차수"
"383","1024","363","6","2020-12-02","1","2020-12-02","1","338462","2020","59"
"384","1025","371","2","2020-12-02","1","2020-12-02","1","443861","2020","59"
"385","1025","489","3","2020-12-02","1","2020-12-02","1","435280","2020","59"
"386","1025","324","17","2020-12-02","1","2020-12-02","4","269398","2020","59"
"387","1026","150","17","2020-12-02","1","2020-12-02","4","224582","2020","59"
"388","1027","371","5","2020-12-02","1","2020-12-02","1","468086","2020","59"
"389","1028","371","2","2020-12-02","1","2020-12-02","1","443861","2020","59"
"390","1029","285","4","2020-12-02","1","2020-12-02","1","382758","2020","59"
"391","1030","351","7","2020-12-02","1","2020-12-02","1","449087","2020","59"
"392","1031","257","20","2020-12-02","1","2020-12-02","4","267924","2020","59"
"393","1032","351","7","2020-12-02","1","2020-12-02","1","449087","2020","59"
"394","1033","399","1","2020-12-02","1","2020-12-02","1","498378","2020","59"
"395","1034","399","1","2020-12-02","1","2020-12-02","1","498378","2020","59"
"396","1034","489","3","2020-12-02","1","2020-12-02","1","435280","2020","59"
"397","1035","329","16","2020-12-02","1","2020-12-02","4","309867","2020","59"
"398","1036","399","1","2020-12-02","1","2020-12-02","1","498378","2020","59"
"399","1037","371","2","2020-12-02","1","2020-12-02","1","443861","2020","59"
"400","1038","399","1","2020-12-02","1","2020-12-02","1","498378","2020","59"
"401","1039","399","1","2020-12-02","1","2020-12-02","1","498378","2020","59"
"402","1041","489","3","2020-12-02","1","2020-12-02","1","435280","2020","59"
"403","1042","370","8","2020-12-02","1","2020-12-02","1","399791","2020","59"
"404","1046","371","2","2020-12-02","1","2020-12-02","1","443861","2020","59"
"405","1000","249","30","2021-01-20","1","2021-01-20","2","627193","2021","61"
"406","1008","254","30","2021-01-20","1","2021-01-20","2","357137","2021","61"
"407","1010","273","30","2021-01-20","1","2021-01-20","2","453865","2021","61"
"408","1011","228","30","2021-01-20","1","2021-01-20","2","458307","2021","61"
"409","1010","298","30","2015-10-12","10","2015-10-12","2","338344","2015","35"
"410","1011","349","4","2015-10-12","10","2015-10-12","1","320277","2015","35"
"411","1016","303","30","2015-10-12","10","2015-10-12","2","293340","2015","35"
"412","1018","326","30","2015-10-12","10","2015-10-12","2","367338","2015","35"
"413","1019","432","30","2015-10-12","10","2015-10-12","2","332682","2015","35"
"414","1023","317","30","2015-10-12","10","2015-10-12","2","254761","2015","35"
"415","1025","300","30","2015-10-12","10","2015-10-12","2","357557","2015","35"
"416","1044","0","","2015-10-12","10","2015-10-12","1","0","2015","35"
"417","1044","0","16","2015-10-12","10","2015-10-12","4","0","2015","35"
"418","1035","533","2","2015-10-12","10","2015-10-12","1","350208","2015","35"
"419","1036","580","1","2015-10-12","10","2015-10-12","1","396476","2015","35"
"420","1037","533","2","2015-10-12","10","2015-10-12","1","350208","2015","35"
"421","1038","580","1","2015-10-12","10","2015-10-12","1","396476","2015","35"
"422","1039","580","1","2015-10-12","10","2015-10-12","1","396476","2015","35"
"423","1041","508","3","2015-10-12","10","2015-10-12","1","353967","2015","35"
"424","1042","464","8","2015-10-12","10","2015-10-12","1","321454","2015","35"
"425","1046","533","2","2015-10-12","10","2015-10-12","1","350208","2015","35"
"426","1000","1","30","2019-08-26","1","2019-08-26","2","1","2019","45"
"427","1001","1","14","2019-08-26","1","2019-08-26","4","1","2019","45"
"428","1002","1","5","2019-08-26","1","2019-08-26","1","1","2019","45"
"429","1003","1","1","2019-08-26","1","2019-08-26","1","1","2019","45"
"430","1004","1","5","2019-08-26","1","2019-08-26","1","1","2019","45"
"431","1005","1","1","2019-08-26","1","2019-08-26","1","1","2019","45"
"432","1006","1","8","2019-08-26","1","2019-08-26","1","1","2019","45"
"433","1006","1","30","2019-08-26","1","2019-08-26","2","1","2019","45"
"434","1006","1","30","2019-08-26","1","2019-08-26","3","1","2019","45"
"435","1007","1","13","2019-08-26","1","2019-08-26","4","1","2019","45"
"436","1008","1","18","2019-08-26","1","2019-08-26","4","1","2019","45"
"437","1008","1","30","2019-08-26","1","2019-08-26","2","1","2019","45"
"438","1009","1","5","2019-08-26","1","2019-08-26","1","1","2019","45"
"439","1010","1","30","2019-08-26","1","2019-08-26","2","1","2019","45"
"440","1011","1","4","2019-08-26","1","2019-08-26","1","1","2019","45"
"441","1011","1","30","2019-08-26","1","2019-08-26","2","1","2019","45"
"442","1011","1","30","2019-08-26","1","2019-08-26","3","1","2019","45"
"443","1012","1","30","2019-08-26","1","2019-08-26","2","1","2019","45"
"444","1012","1","30","2019-08-26","1","2019-08-26","3","1","2019","45"
"445","1013","1","11","2019-08-26","1","2019-08-26","4","1","2019","45"
"446","1013","1","20","2019-08-26","1","2019-08-26","4","1","2019","45"
"447","1013","1","30","2019-08-26","1","2019-08-26","2","1","2019","45"
"448","1013","1","30","2019-08-26","1","2019-08-26","3","1","2019","45"
"449","1014","1","30","2019-08-26","1","2019-08-26","2","1","2019","45"
"450","1014","1","30","2019-08-26","1","2019-08-26","3","1","2019","45"
"451","1015","1","30","2019-08-26","1","2019-08-26","2","1","2019","45"
"452","1016","1","15","2019-08-26","1","2019-08-26","4","1","2019","45"
"453","1016","1","30","2019-08-26","1","2019-08-26","2","1","2019","45"
"454","1000","268","30","2015-10-12","10","2015-10-12","2","386441","2015","35"
"455","1006","334","30","2015-10-12","10","2015-10-12","2","395336","2015","35"
"456","1007","312","13","2015-10-12","10","2015-10-12","4","160479","2015","35"
"457","1008","312","30","2015-10-12","10","2015-10-12","2","321216","2015","35"
"458","1017","1","1","2019-08-26","1","2019-08-26","1","1","2019","45"
"459","1018","1","2","2019-08-26","1","2019-08-26","1","1","2019","45"
"460","1018","1","30","2019-08-26","1","2019-08-26","2","1","2019","45"
"461","1019","1","1","2019-08-26","1","2019-08-26","1","1","2019","45"
"462","1019","1","30","2019-08-26","1","2019-08-26","2","1","2019","45"
"463","1020","1","1","2019-08-26","1","2019-08-26","1","1","2019","45"
"464","1021","1","12","2019-08-26","1","2019-08-26","4","1","2019","45"
"465","1021","1","30","2019-08-26","1","2019-08-26","2","1","2019","45"
"466","1022","1","1","2019-08-26","1","2019-08-26","1","1","2019","45"
"467","1023","1","30","2019-08-26","1","2019-08-26","2","1","2019","45"
"468","1025","1","2","2019-08-26","1","2019-08-26","1","1","2019","45"
"469","1025","1","3","2019-08-26","1","2019-08-26","1","1","2019","45"
"470","1025","1","30","2019-08-26","1","2019-08-26","2","1","2019","45"
"471","1025","1","30","2019-08-26","1","2019-08-26","3","1","2019","45"
"472","1026","1","17","2019-08-26","1","2019-08-26","4","1","2019","45"
"473","1027","1","5","2019-08-26","1","2019-08-26","1","1","2019","45"
"474","1027","1","30","2019-08-26","1","2019-08-26","2","1","2019","45"
"475","1028","1","2","2019-08-26","1","2019-08-26","1","1","2019","45"
"476","1029","1","4","2019-08-26","1","2019-08-26","1","1","2019","45"
"477","1030","1","7","2019-08-26","1","2019-08-26","1","1","2019","45"
"478","1031","1","11","2019-08-26","1","2019-08-26","4","1","2019","45"
"479","1031","1","18","2019-08-26","1","2019-08-26","4","1","2019","45"
"480","1031","1","19","2019-08-26","1","2019-08-26","4","1","2019","45"
"481","1031","1","20","2019-08-26","1","2019-08-26","4","1","2019","45"
"482","1032","1","7","2019-08-26","1","2019-08-26","1","1","2019","45"
"483","1033","1","1","2019-08-26","1","2019-08-26","1","1","2019","45"
"484","1034","1","1","2019-08-26","1","2019-08-26","1","1","2019","45"
"485","1034","1","3","2019-08-26","1","2019-08-26","1","1","2019","45"
"486","1034","1","30","2019-08-26","1","2019-08-26","2","11","2019","45"
"487","1034","1","30","2019-08-26","1","2019-08-26","3","1","2019","45"
"488","1035","1","2","2019-08-26","1","2019-08-26","1","1","2019","45"
"489","1035","1","16","2019-08-26","1","2019-08-26","4","1","2019","45"
"490","1035","1","30","2019-08-26","1","2019-08-26","2","1","2019","45"
"491","1036","1","1","2019-08-26","1","2019-08-26","1","1","2019","45"
"492","1037","1","2","2019-08-26","1","2019-08-26","1","1","2019","45"
"493","1038","1","1","2019-08-26","1","2019-08-26","1","1","2019","45"
"494","1038","1","30","2019-08-26","1","2019-08-26","3","1","2019","45"
"495","1039","1","1","2019-08-26","1","2019-08-26","1","1","2019","45"
"496","1040","1","30","2019-08-26","1","2019-08-26","2","1","2019","45"
"497","1040","1","30","2019-08-26","1","2019-08-26","3","1","2019","45"
"498","1041","1","3","2019-08-26","1","2019-08-26","1","1","2019","45"
"499","1041","1","30","2019-08-26","1","2019-08-26","3","1","2019","45"
"500","1042","1","8","2019-08-26","1","2019-08-26","1","1","2019","45"
"501","1042","1","30","2019-08-26","1","2019-08-26","2","1","2019","45"
"502","1043","1","30","2019-08-26","1","2019-08-26","2","1","2019","45"
"503","1044","1","","2019-08-26","1","2019-08-26","1","1","2019","45"
"504","1044","1","2","2019-08-26","1","2019-08-26","1","1","2019","45"
"505","1044","1","7","2019-08-26","1","2019-08-26","1","1","2019","45"
"506","1044","1","16","2019-08-26","1","2019-08-26","4","1","2019","45"
"507","1044","1","30","2019-08-26","1","2019-08-26","2","1","2019","45"
"508","1046","1","2","2019-08-26","1","2019-08-26","1","1111","2019","45"
"509","1001","226","14","2019-09-20","1","2019-09-20","4","271896","2019","47"
"510","1021","407","12","2019-09-20","1","2019-09-20","4","332672","2019","47"
"511","1021","267","30","2019-09-20","1","2019-09-20","2","466589","2019","47"
"512","1035","0","2","2019-09-20","1","2019-09-20","1","0","2019","47"
"513","1027","323","5","2019-09-20","1","2019-09-20","1","457633","2019","47"
"514","1027","362","30","2019-09-20","1","2019-09-20","2","395211","2019","47"
"515","1014","277","30","2019-09-20","1","2019-09-20","2","486468","2019","47"
"516","1004","323","5","2019-09-20","1","2019-09-20","1","457633","2019","47"
"517","1009","323","5","2019-09-20","1","2019-09-20","1","457633","2019","47"
"518","1020","395","1","2019-09-20","1","2019-09-20","1","481855","2019","47"
"519","1028","387","2","2019-09-20","1","2019-09-20","1","437687","2019","47"
"520","1036","395","1","2019-09-20","1","2019-09-20","1","481855","2019","47"
"521","1039","395","1","2019-09-20","1","2019-09-20","1","481855","2019","47"
"522","1016","330","15","2019-09-20","1","2019-09-20","4","335511","2019","47"
"523","1016","288","30","2019-09-20","1","2019-09-20","2","342767","2019","47"
"524","1008","219","18","2019-09-20","1","2019-09-20","4","288774","2019","47"
"525","1008","287","30","2019-09-20","1","2019-09-20","2","347510","2019","47"
"526","1018","308","30","2019-09-20","1","2019-09-20","2","455713","2019","47"
"527","1010","292","30","2019-09-20","1","2019-09-20","2","411844","2019","47"
"528","1012","317","30","2019-09-20","1","2019-09-20","2","448814","2019","47"
"529","1030","386","7","2019-09-20","1","2019-09-20","1","431028","2019","47"
"530","1003","395","1","2019-10-23","1","2019-10-23","1","481909","2019","49"
"531","1005","395","1","2019-10-23","1","2019-10-23","1","481909","2019","49"
"532","1017","395","1","2019-10-23","1","2019-10-23","1","481909","2019","49"
"533","1019","395","1","2019-10-23","1","2019-10-23","1","481909","2019","49"
"534","1020","395","1","2019-10-23","1","2019-10-23","1","481909","2019","49"
"535","1022","395","1","2019-10-23","1","2019-10-23","1","481909","2019","49"
"536","1033","395","1","2019-10-23","1","2019-10-23","1","481909","2019","49"
"537","1034","395","1","2019-10-23","1","2019-10-23","1","481909","2019","49"
"538","1036","395","1","2019-10-23","1","2019-10-23","1","481909","2019","49"
"539","1038","395","1","2019-10-23","1","2019-10-23","1","481909","2019","49"
"540","1039","395","1","2019-10-23","1","2019-10-23","1","481909","2019","49"
"541","1000","249","30","2020-11-30","1","2020-11-30","2","545157","2020","59"
"542","1008","254","30","2020-11-30","1","2020-11-30","2","346052","2020","59"
"543","1010","273","30","2020-11-30","1","2020-11-30","2","448056","2020","59"
"544","1011","228","30","2020-11-30","1","2020-11-30","2","443304","2020","59"
"545","1012","285","30","2020-11-30","1","2020-11-30","2","473624","2020","59"
"546","1013","257","30","2020-11-30","1","2020-11-30","2","516381","2020","59"
"547","1014","278","30","2020-11-30","1","2020-11-30","2","611703","2020","59"
"548","1015","351","30","2020-11-30","1","2020-11-30","2","375971","2020","59"
"549","1016","262","30","2020-11-30","1","2020-11-30","2","458511","2020","59"
"550","1018","291","30","2020-11-30","1","2020-11-30","2","488214","2020","59"
"551","1019","394","30","2020-11-30","1","2020-11-30","2","422602","2020","59"
"552","1021","287","30","2020-11-30","1","2020-11-30","2","546013","2020","59"
"553","1023","279","30","2020-11-30","1","2020-11-30","2","312618","2020","59"
"554","1025","291","30","2020-11-30","1","2020-11-30","2","478835","2020","59"
"555","1027","298","30","2020-11-30","1","2020-11-30","2","418338","2020","59"
"556","1034","261","30","2020-11-30","1","2020-11-30","2","465445","2020","59"
"557","1035","282","30","2020-11-30","1","2020-11-30","2","491716","2020","59"
"558","1040","260","30","2020-11-30","1","2020-11-30","2","545859","2020","59"
"559","1042","238","30","2020-11-30","1","2020-11-30","2","490807","2020","59"
"560","1043","286","30","2020-11-30","1","2020-11-30","2","433381","2020","59"
"561","1012","290","30","2021-01-20","1","2021-01-20","2","488433","2021","61"
"562","1013","258","30","2021-01-20","1","2021-01-20","2","556655","2021","61"
"563","1014","282","30","2021-01-20","1","2021-01-20","2","791377","2021","61"
"564","1016","268","30","2021-01-20","1","2021-01-20","2","473704","2021","61"
"565","1018","291","30","2021-01-20","1","2021-01-20","2","535270","2021","61"
"566","1019","398","30","2021-01-20","1","2021-01-20","2","435292","2021","61"
"567","1021","287","30","2021-01-20","1","2021-01-20","2","581846","2021","61"
"568","1023","282","30","2021-01-20","1","2021-01-20","2","315570","2021","61"
"569","1025","291","30","2021-01-20","1","2021-01-20","2","519892","2021","61"
"570","1027","298","30","2021-01-20","1","2021-01-20","2","424085","2021","61"
"571","1034","264","30","2021-01-20","1","2021-01-20","2","472390","2021","61"
"572","1035","284","30","2021-01-20","1","2021-01-20","2","535070","2021","61"
"573","1040","260","30","2021-01-20","1","2021-01-20","2","722001","2021","61"
"574","1042","238","30","2021-01-20","1","2021-01-20","2","560084","2021","61"
"575","1043","286","30","2021-01-20","1","2021-01-20","2","454804","2021","61"
"576","1000","217","30","2021-04-28","1","2021-09-15","2","755419","2021","62"
"577","1001","177","14","2021-04-28","1","2021-09-23","4","298472","2021","62"
"578","1002","314","5","2021-04-28","1","2021-09-16","1","464227","2021","62"
"579","1003","336","1","2021-04-28","1","2021-09-16","1","508970","2021","62"
"580","1004","314","5","2021-04-28","1","2021-09-16","1","464227","2021","62"
"581","1005","336","1","2021-04-28","1","2021-09-16","1","508970","2021","62"
"582","1006","324","8","2021-04-28","1","2021-09-16","1","458654","2021","62"
"583","1006","0","30","2021-04-28","1","2021-09-03","2","0","2021","62"
"584","1007","220","13","2021-04-28","1","2021-09-23","4","269649","2021","62"
"585","1008","163","18","2021-04-28","1","2021-09-16","4","312832","2021","62"
"586","1008","174","30","2021-04-28","1","2021-09-15","2","333705","2021","62"
"587","1009","314","5","2021-04-28","1","2021-09-16","1","464227","2021","62"
"588","1010","239","30","2021-04-28","1","2021-09-15","2","454577","2021","62"
"589","1011","260","4","2021-04-28","1","2021-09-16","1","396922","2021","62"
"590","1011","177","14","2021-04-28","1","2021-09-23","4","298472","2021","62"
"591","1011","208","30","2021-04-28","1","2021-09-15","2","438482","2021","62"
"592","1012","232","30","2021-04-28","1","2021-09-15","2","587889","2021","62"
"593","1013","248","11","2021-04-28","1","2021-09-23","4","344448","2021","62"
"594","1013","208","20","2021-04-28","1","2021-09-23","4","290909","2021","62"
"595","1013","190","30","2021-04-28","1","2021-09-15","2","615514","2021","62"
"596","1014","237","30","2021-04-28","1","2021-09-15","2","780195","2021","62"
"597","1015","250","30","2021-04-28","1","2021-09-15","2","418117","2021","62"
"598","1016","291","15","2021-04-28","1","2021-09-23","4","320222","2021","62"
"599","1016","228","30","2021-04-28","1","2021-09-15","2","575796","2021","62"
"600","1017","336","1","2021-04-28","1","2021-09-16","1","508970","2021","62"
